cnpj,cnpj_formatado,razao_social,nome_fantasia,setor,categoria_cvm,situacao_cvm,site_ri,email,municipio,uf,tipo_emissor,descricao
07047251000170,07.047.251/0001-70,CIA ENERG CEARA - COELCE,CIA ENERG CEARA - COELCE,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CIA ENERG CEARA - COELCE é emissora de títulos de crédito privado registrados na CVM.
15139629000194,15.139.629/0001-94,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,Crédito Privado,Emissor de Dívida,Ativo,https://ri.neoenergia.com/,,,,Emissor de Dívida / Securitizadora,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA é emissora de títulos de crédito privado registrados na CVM.
12130744000100,12.130.744/0001-00,True Securitizadora S.A.,True Securitizadora S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://truesecuritizadora.com.br/,,,,Emissor de Dívida / Securitizadora,True Securitizadora S.A. é emissora de títulos de crédito privado registrados na CVM.
01543032000104,01.543.032/0001-04,CELG DISTRIBUIÇÃO S.A. - CELG D,CELG DISTRIBUIÇÃO S.A. - CELG D,Crédito Privado,Emissor de Dívida,Ativo,https://ri.equatorialenergia.com.br/,,,,Emissor de Dívida / Securitizadora,CELG DISTRIBUIÇÃO S.A. - CELG D é emissora de títulos de crédito privado registrados na CVM.
28201130000101,28.201.130/0001-01,ENERGISA TRANSMISSÃO DE ENERGIA S.A.,ENERGISA TRANSMISSÃO DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,http://www.energisa.com.br/,,,,Emissor de Dívida / Securitizadora,ENERGISA TRANSMISSÃO DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
40432544000147,40.432.544/0001-47,CLARO S.A.,CLARO S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CLARO S.A. é emissora de títulos de crédito privado registrados na CVM.
02773542000122,02.773.542/0001-22,OPEA SECURITIZADORA S.A.,OPEA SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.opeacapital.com/,,,,Emissor de Dívida / Securitizadora,OPEA SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
10753164000143,10.753.164/0001-43,ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRONEGOCIO SA,ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRONEGOCIO SA,Crédito Privado,Emissor de Dívida,Ativo,https://www.ecoagro.agr.br/,,,,Emissor de Dívida / Securitizadora,ECO SECURITIZADORA DE DIREITOS CREDITORIOS DO AGRONEGOCIO SA é emissora de títulos de crédito privado registrados na CVM.
18328118000109,18.328.118/0001-09,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.petz.com.br/,,,,Emissor de Dívida / Securitizadora,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
45736131000170,45.736.131/0001-70,Unidas Locadora S.A.,Unidas Locadora S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Unidas Locadora S.A. é emissora de títulos de crédito privado registrados na CVM.
23670693000125,23.670.693/0001-25,Clinicas do Brasil Holding S/A,Clinicas do Brasil Holding S/A,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Clinicas do Brasil Holding S/A é emissora de títulos de crédito privado registrados na CVM.
41825390000116,41.825.390/0001-16,VELEIROS HOLDINGS S.A.,VELEIROS HOLDINGS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.aes.com.br,,,,Emissor de Dívida / Securitizadora,VELEIROS HOLDINGS S.A. é emissora de títulos de crédito privado registrados na CVM.
25005683000109,25.005.683/0001-09,VERT COMPANHIA SECURITIZADORA,VERT COMPANHIA SECURITIZADORA,Crédito Privado,Emissor de Dívida,Ativo,https://www.vert-capital.com/,,,,Emissor de Dívida / Securitizadora,VERT COMPANHIA SECURITIZADORA é emissora de títulos de crédito privado registrados na CVM.
11669021000110,11.669.021/0001-10,ENAUTA PARTICIPAÇÕES S.A.,ENAUTA PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ENAUTA PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
08769451000108,08.769.451/0001-08,VIRGO COMPANHIA DE SECURITIZAÇÃO,VIRGO COMPANHIA DE SECURITIZAÇÃO,Crédito Privado,Emissor de Dívida,Ativo,https://virgo.inc/,,,,Emissor de Dívida / Securitizadora,VIRGO COMPANHIA DE SECURITIZAÇÃO é emissora de títulos de crédito privado registrados na CVM.
41811375000119,41.811.375/0001-19,CANAL COMPANHIA DE SECURITIZAÇÃO,CANAL COMPANHIA DE SECURITIZAÇÃO,Crédito Privado,Emissor de Dívida,Ativo,https://canalsecuritizadora.com.br/,,,,Emissor de Dívida / Securitizadora,CANAL COMPANHIA DE SECURITIZAÇÃO é emissora de títulos de crédito privado registrados na CVM.
13349677000181,13.349.677/0001-81,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,Crédito Privado,Emissor de Dívida,Ativo,https://reit.net.br,,,,Emissor de Dívida / Securitizadora,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A é emissora de títulos de crédito privado registrados na CVM.
10468152000177,10.468.152/0001-77,B.A. - EMPREENDIMENTOS E PARTICIPAÇÕES S/A.,B.A. - EMPREENDIMENTOS E PARTICIPAÇÕES S/A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,B.A. - EMPREENDIMENTOS E PARTICIPAÇÕES S/A. é emissora de títulos de crédito privado registrados na CVM.
15440708000130,15.440.708/0001-30,CONCESSIONÁRIA VIARIO S.A.,CONCESSIONÁRIA VIARIO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://viario.com.br/,,,,Emissor de Dívida / Securitizadora,CONCESSIONÁRIA VIARIO S.A. é emissora de títulos de crédito privado registrados na CVM.
48533969000154,48.533.969/0001-54,PAX INVESTIMENTOS EM AEROPORTOS S.A.,PAX INVESTIMENTOS EM AEROPORTOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,PAX INVESTIMENTOS EM AEROPORTOS S.A. é emissora de títulos de crédito privado registrados na CVM.
09304427000158,09.304.427/0001-58,HABITASEC SECURITIZADORA SA,HABITASEC SECURITIZADORA SA,Crédito Privado,Emissor de Dívida,Ativo,https://www.habitasec.com.br,,,,Emissor de Dívida / Securitizadora,HABITASEC SECURITIZADORA SA é emissora de títulos de crédito privado registrados na CVM.
13743550000142,13.743.550/0001-42,ASCENTY DATA CENTERS E TELECOMUNICAÇÕES S.A.,ASCENTY DATA CENTERS E TELECOMUNICAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ascenty.com/sobre/investidores/demonstrativos/,,,,Emissor de Dívida / Securitizadora,ASCENTY DATA CENTERS E TELECOMUNICAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
06047087000139,06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,REDE D'OR SÃO LUIZ S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.rededorsaoluiz.com.br,,,,Emissor de Dívida / Securitizadora,REDE D'OR SÃO LUIZ S.A. é emissora de títulos de crédito privado registrados na CVM.
03497792000140,03.497.792/0001-40,Concessionária de Rodovias Integradas do Oeste S.A.,Concessionária de Rodovias Integradas do Oeste S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Concessionária de Rodovias Integradas do Oeste S.A. é emissora de títulos de crédito privado registrados na CVM.
38456921000136,38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,INFRACOMMERCE CXAAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,INFRACOMMERCE CXAAS S.A. é emissora de títulos de crédito privado registrados na CVM.
07212549000199,07.212.549/0001-99,OIW INDÚSTRIA ELETRÔNICA S.A.,OIW INDÚSTRIA ELETRÔNICA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,OIW INDÚSTRIA ELETRÔNICA S.A. é emissora de títulos de crédito privado registrados na CVM.
71208516000174,71.208.516/0001-74,ALGAR TELECOM S/A,ALGAR TELECOM S/A,Crédito Privado,Emissor de Dívida,Ativo,https://ri.algartelecom.com.br/,,,,Emissor de Dívida / Securitizadora,ALGAR TELECOM S/A é emissora de títulos de crédito privado registrados na CVM.
10508162000199,10.508.162/0001-99,Companhia Energética Candeias,Companhia Energética Candeias,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Companhia Energética Candeias é emissora de títulos de crédito privado registrados na CVM.
07859971000130,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.taesa.com.br/,,,,Emissor de Dívida / Securitizadora,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A. é emissora de títulos de crédito privado registrados na CVM.
15413826000150,15.413.826/0001-50,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A,Crédito Privado,Emissor de Dívida,Ativo,https://ri.energisa.com.br/,,,,Emissor de Dívida / Securitizadora,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A é emissora de títulos de crédito privado registrados na CVM.
07282377000120,07.282.377/0001-20,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.energisa.com.br/,,,,Emissor de Dívida / Securitizadora,ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
25086034000171,25.086.034/0001-71,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
04200649000107,04.200.649/0001-07,CIA PROVINCIA DE SECURITIZAÇÃO,CIA PROVINCIA DE SECURITIZAÇÃO,Crédito Privado,Emissor de Dívida,Ativo,https://www.provinciasecuritizadora.com.br/,,,,Emissor de Dívida / Securitizadora,CIA PROVINCIA DE SECURITIZAÇÃO é emissora de títulos de crédito privado registrados na CVM.
00832397000188,00.832.397/0001-88,SISTAC - SISTEMAS DE ACESSO S.A.,SISTAC - SISTEMAS DE ACESSO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.sistac.com.br,,,,Emissor de Dívida / Securitizadora,SISTAC - SISTEMAS DE ACESSO S.A. é emissora de títulos de crédito privado registrados na CVM.
10841050000155,10.841.050/0001-55,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,Crédito Privado,Emissor de Dívida,Ativo,https://ri.ecorodovias.com.br/debentures-companhias-abertas/ecopistas/,,,,Emissor de Dívida / Securitizadora,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS é emissora de títulos de crédito privado registrados na CVM.
08827501000158,08.827.501/0001-58,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.aegea.com.br/,,,,Emissor de Dívida / Securitizadora,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
04779792000103,04.779.792/0001-03,PRO SOLUS DO BRASIL S.A.,PRO SOLUS DO BRASIL S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.prosolus.com.br,,,,Emissor de Dívida / Securitizadora,PRO SOLUS DO BRASIL S.A. é emissora de títulos de crédito privado registrados na CVM.
02509491000126,02.509.491/0001-26,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,Crédito Privado,Emissor de Dívida,Ativo,https://ri.ecorodovias.com.br/,,,,Emissor de Dívida / Securitizadora,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA é emissora de títulos de crédito privado registrados na CVM.
05197443000138,05.197.443/0001-38,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.hapvida.com.br,,,,Emissor de Dívida / Securitizadora,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A. é emissora de títulos de crédito privado registrados na CVM.
04487510000196,04.487.510/0001-96,Rio Verde Energia S.A.,Rio Verde Energia S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.atiaiarenovaveis.com.br/,,,,Emissor de Dívida / Securitizadora,Rio Verde Energia S.A. é emissora de títulos de crédito privado registrados na CVM.
44992350000157,44.992.350/0001-57,VERDE AMBIENTAL ALAGOAS S.A.,VERDE AMBIENTAL ALAGOAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,VERDE AMBIENTAL ALAGOAS S.A. é emissora de títulos de crédito privado registrados na CVM.
48566571000114,48.566.571/0001-14,DOURADOQUARA ENERGIA S.A,DOURADOQUARA ENERGIA S.A,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,DOURADOQUARA ENERGIA S.A é emissora de títulos de crédito privado registrados na CVM.
20917749000105,20.917.749/0001-05,IBI Brasil Empreendimentos e Participações S.A,IBI Brasil Empreendimentos e Participações S.A,Crédito Privado,Emissor de Dívida,Ativo,http://ibibrasil.com.br/,,,,Emissor de Dívida / Securitizadora,IBI Brasil Empreendimentos e Participações S.A é emissora de títulos de crédito privado registrados na CVM.
24396489000120,24.396.489/0001-20,BRK AMBIENTAL PARTICIPAÇÕES S.A.,BRK AMBIENTAL PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.ri.brkambiental.com.br,,,,Emissor de Dívida / Securitizadora,BRK AMBIENTAL PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
48560434000172,48.560.434/0001-72,SONEVA ENERGIAS RENOVÁVEIS S.A.,SONEVA ENERGIAS RENOVÁVEIS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SONEVA ENERGIAS RENOVÁVEIS S.A. é emissora de títulos de crédito privado registrados na CVM.
08322396000103,08.322.396/0001-03,CERRADINHO BIOENERGIA S.A.,CERRADINHO BIOENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.cerradinhobio.com.br/home-ri/,,,,Emissor de Dívida / Securitizadora,CERRADINHO BIOENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
03220438000173,03.220.438/0001-73,EQUATORIAL ENERGIA S/A,EQUATORIAL ENERGIA S/A,Crédito Privado,Emissor de Dívida,Ativo,https://ri.equatorialenergia.com.br/pt-br/,,,,Emissor de Dívida / Securitizadora,EQUATORIAL ENERGIA S/A é emissora de títulos de crédito privado registrados na CVM.
17314329000120,17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.internationalmealcompany.com/,,,,Emissor de Dívida / Securitizadora,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. é emissora de títulos de crédito privado registrados na CVM.
10608405000160,10.608.405/0001-60,BARI SECURITIZADORA S.A.,BARI SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://barisec.com.br/,,,,Emissor de Dívida / Securitizadora,BARI SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
02998611000104,02.998.611/0001-04,CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA,CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA,Crédito Privado,Emissor de Dívida,Ativo,https://isacteep.com.br/ri,,,,Emissor de Dívida / Securitizadora,CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA é emissora de títulos de crédito privado registrados na CVM.
10158356000101,10.158.356/0001-01,CPX DISTRIBUIDORA S.A.,CPX DISTRIBUIDORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CPX DISTRIBUIDORA S.A. é emissora de títulos de crédito privado registrados na CVM.
31748174000160,31.748.174/0001-60,VERO S.A.,VERO S.A.,Crédito Privado,Emissor de Dívida,Ativo,http://www.vero-ri.com.br/,,,,Emissor de Dívida / Securitizadora,VERO S.A. é emissora de títulos de crédito privado registrados na CVM.
02286479000108,02.286.479/0001-08,LOCALIZA  FLEET S.A.,LOCALIZA  FLEET S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.localiza.com/ri,,,,Emissor de Dívida / Securitizadora,LOCALIZA  FLEET S.A. é emissora de títulos de crédito privado registrados na CVM.
44334943000126,44.334.943/0001-26,PIRAUÍ ENERGIA RENOVÁVEL S.A.,PIRAUÍ ENERGIA RENOVÁVEL S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,PIRAUÍ ENERGIA RENOVÁVEL S.A. é emissora de títulos de crédito privado registrados na CVM.
44650027000103,44.650.027/0001-03,CACHOEIRA GRANDE ENERGIA RENOVÁVEL S.A.,CACHOEIRA GRANDE ENERGIA RENOVÁVEL S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CACHOEIRA GRANDE ENERGIA RENOVÁVEL S.A. é emissora de títulos de crédito privado registrados na CVM.
26609050000164,26.609.050/0001-64,TRAVESSIA SECURITIZADORA S.A.,TRAVESSIA SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://grupotravessia.com/empresa/travessia-securitizadora-s-a/,,,,Emissor de Dívida / Securitizadora,TRAVESSIA SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
86862208000135,86.862.208/0001-35,Administradora Geral de Estacionamento S.A.,Administradora Geral de Estacionamento S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.parkindigo.com.br,,,,Emissor de Dívida / Securitizadora,Administradora Geral de Estacionamento S.A. é emissora de títulos de crédito privado registrados na CVM.
35993098000100,35.993.098/0001-00,Z.A. DIGITAL DE SÃO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,Z.A. DIGITAL DE SÃO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.estapar.com.br/informacoes-aos-investidores/emissões-zona-azul/,,,,Emissor de Dívida / Securitizadora,Z.A. DIGITAL DE SÃO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A. é emissora de títulos de crédito privado registrados na CVM.
49933670000150,49.933.670/0001-50,SPRS PLATAO CAPITAL II S.A.,SPRS PLATAO CAPITAL II S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SPRS PLATAO CAPITAL II S.A. é emissora de títulos de crédito privado registrados na CVM.
49314049000108,49.314.049/0001-08,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A.,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CONCESSIONARIA DE RODOVIAS NOROESTE PAULISTA S.A. é emissora de títulos de crédito privado registrados na CVM.
59546515000134,59.546.515/0001-34,FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.gruposbf.com.br/,,,,Emissor de Dívida / Securitizadora,FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A. é emissora de títulos de crédito privado registrados na CVM.
48839872000174,48.839.872/0001-74,JAGUAR INDÚSTRIA E COMÉRCIO DE PLÁSTICOS S.A.,JAGUAR INDÚSTRIA E COMÉRCIO DE PLÁSTICOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,JAGUAR INDÚSTRIA E COMÉRCIO DE PLÁSTICOS S.A. é emissora de títulos de crédito privado registrados na CVM.
35764708000101,35.764.708/0001-01,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
41534746000162,41.534.746/0001-62,CERES SECURITIZADORA S.A.,CERES SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.ceresec.com,,,,Emissor de Dívida / Securitizadora,CERES SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
49571208000150,49.571.208/0001-50,FORTBRASIL ALFA SECURITIZADORA S.A.,FORTBRASIL ALFA SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,FORTBRASIL ALFA SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
35082277000195,35.082.277/0001-95,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A. é emissora de títulos de crédito privado registrados na CVM.
49703913000163,49.703.913/0001-63,Platão Capital S.A.,Platão Capital S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Platão Capital S.A. é emissora de títulos de crédito privado registrados na CVM.
61190096000192,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,EUROFARMA LABORATÓRIOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.eurofarma.com.br/central-de-publicacoes,,,,Emissor de Dívida / Securitizadora,EUROFARMA LABORATÓRIOS S.A. é emissora de títulos de crédito privado registrados na CVM.
76484013000145,76.484.013/0001-45,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,Crédito Privado,Emissor de Dívida,Ativo,https://ri.sanepar.com.br/,,,,Emissor de Dívida / Securitizadora,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR é emissora de títulos de crédito privado registrados na CVM.
48759193000195,48.759.193/0001-95,AXS Participações S.A.,AXS Participações S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,AXS Participações S.A. é emissora de títulos de crédito privado registrados na CVM.
12979898000170,12.979.898/0001-70,FORTE SECURITIZADORA S.A.,FORTE SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,FORTE SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
49090873000121,49.090.873/0001-21,GCB Finance S.A.,GCB Finance S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,GCB Finance S.A. é emissora de títulos de crédito privado registrados na CVM.
38042694000100,38.042.694/0001-00,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.grupotravessia.com,,,,Emissor de Dívida / Securitizadora,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A. é emissora de títulos de crédito privado registrados na CVM.
50746577000115,50.746.577/0001-15,COSAN S.A.,COSAN S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.cosan.com.br/,,,,Emissor de Dívida / Securitizadora,COSAN S.A. é emissora de títulos de crédito privado registrados na CVM.
48851242000115,48.851.242/0001-15,CONCESSIONÁRIA DAS RODOVIAS DO LESTE MS S.A.,CONCESSIONÁRIA DAS RODOVIAS DO LESTE MS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CONCESSIONÁRIA DAS RODOVIAS DO LESTE MS S.A. é emissora de títulos de crédito privado registrados na CVM.
09387725000159,09.387.725/0001-59,CONCESSIONÁRIA DO RODOANEL OESTE S.A.,CONCESSIONÁRIA DO RODOANEL OESTE S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CONCESSIONÁRIA DO RODOANEL OESTE S.A. é emissora de títulos de crédito privado registrados na CVM.
34186669000131,34.186.669/0001-31,Origem Energia Alagoas S.A.,Origem Energia Alagoas S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Origem Energia Alagoas S.A. é emissora de títulos de crédito privado registrados na CVM.
02932074000191,02.932.074/0001-91,HYPERA S/A,HYPERA S/A,Crédito Privado,Emissor de Dívida,Ativo,https://ri.hypera.com.br/,,,,Emissor de Dívida / Securitizadora,HYPERA S/A é emissora de títulos de crédito privado registrados na CVM.
07870094000107,07.870.094/0001-07,MOB SERVIÇOS DE TELECOMUNICAÇÕES S.A.,MOB SERVIÇOS DE TELECOMUNICAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,MOB SERVIÇOS DE TELECOMUNICAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
36238971000111,36.238.971/0001-11,TRANSMISSORA RIO-MINAS SPE S.A.,TRANSMISSORA RIO-MINAS SPE S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,TRANSMISSORA RIO-MINAS SPE S.A. é emissora de títulos de crédito privado registrados na CVM.
22761584000150,22.761.584/0001-50,FORTBRAS AUTOPEÇAS S.A.,FORTBRAS AUTOPEÇAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.fortbras.com.br/ri,,,,Emissor de Dívida / Securitizadora,FORTBRAS AUTOPEÇAS S.A. é emissora de títulos de crédito privado registrados na CVM.
02511048000190,02.511.048/0001-90,EMPRESA CONCESSIONÁRIA DE RODOVIAS DO SUL S. A. - ECOSUL,EMPRESA CONCESSIONÁRIA DE RODOVIAS DO SUL S. A. - ECOSUL,Crédito Privado,Emissor de Dívida,Ativo,https://ri.ecorodovias.com.br/debentures-companhias-abertas/ecosul/,,,,Emissor de Dívida / Securitizadora,EMPRESA CONCESSIONÁRIA DE RODOVIAS DO SUL S. A. - ECOSUL é emissora de títulos de crédito privado registrados na CVM.
