cnpj,cnpj_formatado,razao_social,nome_fantasia,setor,categoria_cvm,situacao_cvm,site_ri,email,municipio,uf,tipo_emissor,descricao
46614985000146,46.614.985/0001-46,ALTO ENERGIA RENOVÁVEL S.A.,ALTO ENERGIA RENOVÁVEL S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ALTO ENERGIA RENOVÁVEL S.A. é emissora de títulos de crédito privado registrados na CVM.
03342704000130,03.342.704/0001-30,PETRORECÔNCAVO S.A.,PETRORECÔNCAVO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.petroreconcavo.com.br/,,,,Emissor de Dívida / Securitizadora,PETRORECÔNCAVO S.A. é emissora de títulos de crédito privado registrados na CVM.
60537263000166,60.537.263/0001-66,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.","ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A. é emissora de títulos de crédito privado registrados na CVM."
16676520000159,16.676.520/0001-59,HOSPITAL MATER DEI S.A.,HOSPITAL MATER DEI S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,HOSPITAL MATER DEI S.A. é emissora de títulos de crédito privado registrados na CVM.
09288252000132,09.288.252/0001-32,ANIMA HOLDING S/A,ANIMA HOLDING S/A,Crédito Privado,Emissor de Dívida,Ativo,https://ri.animaeducacao.com.br/,,,,Emissor de Dívida / Securitizadora,ANIMA HOLDING S/A é emissora de títulos de crédito privado registrados na CVM.
52034139000150,52.034.139/0001-50,MARILAN ALIMENTOS S.A.,MARILAN ALIMENTOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,MARILAN ALIMENTOS S.A. é emissora de títulos de crédito privado registrados na CVM.
08505736000123,08.505.736/0001-23,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A.,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A. é emissora de títulos de crédito privado registrados na CVM.
40074069000184,40.074.069/0001-84,AMBIENTAL MS PANTANAL SPE S.A.,AMBIENTAL MS PANTANAL SPE S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,AMBIENTAL MS PANTANAL SPE S.A. é emissora de títulos de crédito privado registrados na CVM.
54846951000105,54.846.951/0001-05,FERRARI AGROINDÚSTRIA S.A.,FERRARI AGROINDÚSTRIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,FERRARI AGROINDÚSTRIA S.A. é emissora de títulos de crédito privado registrados na CVM.
71673990000177,71.673.990/0001-77,NATURA COSMETICOS SA,NATURA COSMETICOS SA,Crédito Privado,Emissor de Dívida,Ativo,https://ri.naturaeco.com/,,,,Emissor de Dívida / Securitizadora,NATURA COSMETICOS SA é emissora de títulos de crédito privado registrados na CVM.
02255187000108,02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,UNIFIQUE TELECOMUNICAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,UNIFIQUE TELECOMUNICAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
53047240000108,53.047.240/0001-08,Autogeração Solar Participações VI S.A.,Autogeração Solar Participações VI S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Autogeração Solar Participações VI S.A. é emissora de títulos de crédito privado registrados na CVM.
43312029000111,43.312.029/0001-11,Lever Securitizadora S.A.,Lever Securitizadora S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Lever Securitizadora S.A. é emissora de títulos de crédito privado registrados na CVM.
12282034000103,12.282.034/0001-03,USINA CAETÉ S.A.,USINA CAETÉ S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,USINA CAETÉ S.A. é emissora de títulos de crédito privado registrados na CVM.
45754044000145,45.754.044/0001-45,SIMAK LOCAÇÃO SERVIÇOS S.A.,SIMAK LOCAÇÃO SERVIÇOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SIMAK LOCAÇÃO SERVIÇOS S.A. é emissora de títulos de crédito privado registrados na CVM.
08355201000113,08.355.201/0001-13,BIOENERGETICA AROEIRA S.A.,BIOENERGETICA AROEIRA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,BIOENERGETICA AROEIRA S.A. é emissora de títulos de crédito privado registrados na CVM.
06001492000116,06.001.492/0001-16,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A.,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
49786044000188,49.786.044/0001-88,TECP - TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.,TECP - TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,TECP - TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A. é emissora de títulos de crédito privado registrados na CVM.
25224629000146,25.224.629/0001-46,(1)ETAP - EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.,(1)ETAP - EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,(1)ETAP - EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. é emissora de títulos de crédito privado registrados na CVM.
09149503000106,09.149.503/0001-06,SERENA GERACAO S.A.,SERENA GERACAO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.srna.co/,,,,Emissor de Dívida / Securitizadora,SERENA GERACAO S.A. é emissora de títulos de crédito privado registrados na CVM.
25224658000108,25.224.658/0001-08,ETC  EMPRESA TRANSMISSORA CAPIXABA S.A.,ETC  EMPRESA TRANSMISSORA CAPIXABA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ETC  EMPRESA TRANSMISSORA CAPIXABA S.A. é emissora de títulos de crédito privado registrados na CVM.
12385102000151,12.385.102/0001-51,EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A.  ETVG,EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A.  ETVG,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EMPRESA DE TRANSMISSAO DE VARZEA GRANDE S.A.  ETVG é emissora de títulos de crédito privado registrados na CVM.
08600252000163,08.600.252/0001-63,EMPRESA DE TRANSMISSAO DO ESPIRITO SANTO  ETES,EMPRESA DE TRANSMISSAO DO ESPIRITO SANTO  ETES,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EMPRESA DE TRANSMISSAO DO ESPIRITO SANTO  ETES é emissora de títulos de crédito privado registrados na CVM.
11589522000197,11.589.522/0001-97,EMPRESA DE TRANSMISSAO DE ENERGIA DO MATO GROSSO S.A.  ETEM,EMPRESA DE TRANSMISSAO DE ENERGIA DO MATO GROSSO S.A.  ETEM,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EMPRESA DE TRANSMISSAO DE ENERGIA DO MATO GROSSO S.A.  ETEM é emissora de títulos de crédito privado registrados na CVM.
53043876000181,53.043.876/0001-81,Minum Genco Geradora S.A.,Minum Genco Geradora S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Minum Genco Geradora S.A. é emissora de títulos de crédito privado registrados na CVM.
07040108000157,07.040.108/0001-57,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE é emissora de títulos de crédito privado registrados na CVM.
48116288000190,48.116.288/0001-90,CR SECURITIZADORA S.A.,CR SECURITIZADORA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.crsecfin.com.br/,,,,Emissor de Dívida / Securitizadora,CR SECURITIZADORA S.A. é emissora de títulos de crédito privado registrados na CVM.
47902283000120,47.902.283/0001-20,SONORA ESTANCIA S.A.,SONORA ESTANCIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SONORA ESTANCIA S.A. é emissora de títulos de crédito privado registrados na CVM.
02898846000116,02.898.846/0001-16,PLAENGE PARTICIPACOES S.A.,PLAENGE PARTICIPACOES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,PLAENGE PARTICIPACOES S.A. é emissora de títulos de crédito privado registrados na CVM.
46984425000183,46.984.425/0001-83,URBIA CATARATAS S.A.,URBIA CATARATAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,URBIA CATARATAS S.A. é emissora de títulos de crédito privado registrados na CVM.
07682638000107,07.682.638/0001-07,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S.A.,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S.A. é emissora de títulos de crédito privado registrados na CVM.
19368927000107,19.368.927/0001-07,EXPRESSO NEPOMUCENO S.A.,EXPRESSO NEPOMUCENO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.expressonepomuceno.com.br,,,,Emissor de Dívida / Securitizadora,EXPRESSO NEPOMUCENO S.A. é emissora de títulos de crédito privado registrados na CVM.
19796586000170,19.796.586/0001-70,BRISANET PARTICIPACOES S.A.,BRISANET PARTICIPACOES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.brisanet.com.br/,,,,Emissor de Dívida / Securitizadora,BRISANET PARTICIPACOES S.A. é emissora de títulos de crédito privado registrados na CVM.
52846229000145,52.846.229/0001-45,INFRAESTRUTURA BRASIL HOLDING 35 S.A.,INFRAESTRUTURA BRASIL HOLDING 35 S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,INFRAESTRUTURA BRASIL HOLDING 35 S.A. é emissora de títulos de crédito privado registrados na CVM.
33453598000123,33.453.598/0001-23,RAIZEN S.A.,RAIZEN S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,RAIZEN S.A. é emissora de títulos de crédito privado registrados na CVM.
43545284000104,43.545.284/0001-04,ALCOESTE BIOENERGIA FERNANDOPOLIS S.A.,ALCOESTE BIOENERGIA FERNANDOPOLIS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ALCOESTE BIOENERGIA FERNANDOPOLIS S.A. é emissora de títulos de crédito privado registrados na CVM.
51090771000158,51.090.771/0001-58,QLUZ ITAJAI CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.,QLUZ ITAJAI CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,QLUZ ITAJAI CONCESSIONARIA DE ILUMINACAO PUBLICA SPE S.A. é emissora de títulos de crédito privado registrados na CVM.
08312229000173,08.312.229/0001-73,EZ TEC EMPREEND. E PARTICIPACOES S/A,EZ TEC EMPREEND. E PARTICIPACOES S/A,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EZ TEC EMPREEND. E PARTICIPACOES S/A é emissora de títulos de crédito privado registrados na CVM.
47063128000168,47.063.128/0001-68,Usina Sao Domingos Acucar e Etanol S.A.,Usina Sao Domingos Acucar e Etanol S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Usina Sao Domingos Acucar e Etanol S.A. é emissora de títulos de crédito privado registrados na CVM.
03585974000172,03.585.974/0001-72,OMNILINK TECNOLOGIA S.A.,OMNILINK TECNOLOGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,OMNILINK TECNOLOGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
05208211000138,05.208.211/0001-38,In-Haus Industrial e Servicos de Logistica S.A.,In-Haus Industrial e Servicos de Logistica S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,In-Haus Industrial e Servicos de Logistica S.A. é emissora de títulos de crédito privado registrados na CVM.
46722831000178,46.722.831/0001-78,ACEF S.A.,ACEF S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ACEF S.A. é emissora de títulos de crédito privado registrados na CVM.
42496531000167,42.496.531/0001-67,ISH TECH S.A.,ISH TECH S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ISH TECH S.A. é emissora de títulos de crédito privado registrados na CVM.
04270778000171,04.270.778/0001-71,"SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVICOS S.A.","SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVICOS S.A.",Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,"SANTANDER CORRETORA DE SEGUROS, INVESTIMENTOS E SERVICOS S.A. é emissora de títulos de crédito privado registrados na CVM."
40166794000182,40.166.794/0001-82,I-SYSTEMS SOLUCOES DE INFRAESTRUTURA S.A.,I-SYSTEMS SOLUCOES DE INFRAESTRUTURA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,I-SYSTEMS SOLUCOES DE INFRAESTRUTURA S.A. é emissora de títulos de crédito privado registrados na CVM.
07976147000160,07.976.147/0001-60,MOVIDA LOCACAO DE VEICULOS S.A,MOVIDA LOCACAO DE VEICULOS S.A,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,MOVIDA LOCACAO DE VEICULOS S.A é emissora de títulos de crédito privado registrados na CVM.
46377727000193,46.377.727/0001-93,CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO S.A.,CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.caedu.com.br/,,,,Emissor de Dívida / Securitizadora,CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO S.A. é emissora de títulos de crédito privado registrados na CVM.
42651953000160,42.651.953/0001-60,AQUA-FOZ AQUARIO DE FOZ DO IGUACU S.A.,AQUA-FOZ AQUARIO DE FOZ DO IGUACU S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,AQUA-FOZ AQUARIO DE FOZ DO IGUACU S.A. é emissora de títulos de crédito privado registrados na CVM.
24682682000128,24.682.682/0001-28,GJA INDUSTRIAS S.A.,GJA INDUSTRIAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,GJA INDUSTRIAS S.A. é emissora de títulos de crédito privado registrados na CVM.
09527023000123,09.527.023/0001-23,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.esgparticipacoes.com/,,,,Emissor de Dívida / Securitizadora,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A. é emissora de títulos de crédito privado registrados na CVM.
35539616000110,35.539.616/0001-10,BRASOL PARTICIPACOES E EMPREENDIMENTOS S.A.,BRASOL PARTICIPACOES E EMPREENDIMENTOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,BRASOL PARTICIPACOES E EMPREENDIMENTOS S.A. é emissora de títulos de crédito privado registrados na CVM.
44319688000142,44.319.688/0001-42,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CONCESSIONARIA DO SISTEMA RODOVIARIO RIO-SAO PAULO S.A. é emissora de títulos de crédito privado registrados na CVM.
35814889000125,35.814.889/0001-25,URBIA GESTAO DE PARQUES SPE S.A.,URBIA GESTAO DE PARQUES SPE S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,URBIA GESTAO DE PARQUES SPE S.A. é emissora de títulos de crédito privado registrados na CVM.
40952394000100,40.952.394/0001-00,VIA BRASIL MT 246 CONCESSIONARIA DE RODOVIAS S.A.,VIA BRASIL MT 246 CONCESSIONARIA DE RODOVIAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://mt246.com.br/,,,,Emissor de Dívida / Securitizadora,VIA BRASIL MT 246 CONCESSIONARIA DE RODOVIAS S.A. é emissora de títulos de crédito privado registrados na CVM.
15009178000170,15.009.178/0001-70,USINAS ITAMARATI S.A.,USINAS ITAMARATI S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.uisa.com.br/,,,,Emissor de Dívida / Securitizadora,USINAS ITAMARATI S.A. é emissora de títulos de crédito privado registrados na CVM.
45242914000105,45.242.914/0001-05,C&A MODAS S.A.,C&A MODAS S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.cea.com.br/,,,,Emissor de Dívida / Securitizadora,C&A MODAS S.A. é emissora de títulos de crédito privado registrados na CVM.
02846056000197,02.846.056/0001-97,CCR S.A.,CCR S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,CCR S.A. é emissora de títulos de crédito privado registrados na CVM.
50117806000132,50.117.806/0001-32,AXS Energia Unidade 08 S.A.,AXS Energia Unidade 08 S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,AXS Energia Unidade 08 S.A. é emissora de títulos de crédito privado registrados na CVM.
17245234000100,17.245.234/0001-00,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA é emissora de títulos de crédito privado registrados na CVM.
49037416000173,49.037.416/0001-73,"ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A.,","ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A.,",Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,"ATLAS LUIZ CARLOS COMERCIALIZADORA DE ENERGIA S.A., é emissora de títulos de crédito privado registrados na CVM."
56012628000161,56.012.628/0001-61,SEB SISTEMA EDUCACIONAL BRASILEIRO S.A.,SEB SISTEMA EDUCACIONAL BRASILEIRO S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SEB SISTEMA EDUCACIONAL BRASILEIRO S.A. é emissora de títulos de crédito privado registrados na CVM.
07816890000153,07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,MULTIPLAN - EMPREEND IMOBILIARIOS S.A. é emissora de títulos de crédito privado registrados na CVM.
27848099000132,27.848.099/0001-32,NEOENERGIA ATIBAIA TRANSMISSAO DE ENERGIA S.A.,NEOENERGIA ATIBAIA TRANSMISSAO DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,NEOENERGIA ATIBAIA TRANSMISSAO DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
84683374000300,84.683.374/0003-00,TUPY S.A.,TUPY S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,TUPY S.A. é emissora de títulos de crédito privado registrados na CVM.
27853497000147,27.853.497/0001-47,NEOENERGIA BIGACU TRANSMISSAO DE ENERGIA S.A.,NEOENERGIA BIGACU TRANSMISSAO DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,NEOENERGIA BIGACU TRANSMISSAO DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
55474939000180,55.474.939/0001-80,Ourinhos Saneamento,Ourinhos Saneamento,Crédito Privado,Emissor de Dívida,Ativo,https://www.gsinimabrasil.com.br,,,,Emissor de Dívida / Securitizadora,Ourinhos Saneamento é emissora de títulos de crédito privado registrados na CVM.
14641895000158,14.641.895/0001-58,BARUERI ENERGIA RENOVAVEL S.A.,BARUERI ENERGIA RENOVAVEL S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,BARUERI ENERGIA RENOVAVEL S.A. é emissora de títulos de crédito privado registrados na CVM.
34138610000178,34.138.610/0001-78,ICATU SERVICOS DE ADMINISTRACAO PREVIDENCIARIA E CONSULTORIA S.A.,ICATU SERVICOS DE ADMINISTRACAO PREVIDENCIARIA E CONSULTORIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,ICATU SERVICOS DE ADMINISTRACAO PREVIDENCIARIA E CONSULTORIA S.A. é emissora de títulos de crédito privado registrados na CVM.
22960699000174,22.960.699/0001-74,Porto Empreendimentos e Participacoes S.A.,Porto Empreendimentos e Participacoes S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Porto Empreendimentos e Participacoes S.A. é emissora de títulos de crédito privado registrados na CVM.
20626892000148,20.626.892/0001-48,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE é emissora de títulos de crédito privado registrados na CVM.
54360623000102,54.360.623/0001-02,VIACAO PIRACICABANA S.A.,VIACAO PIRACICABANA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,VIACAO PIRACICABANA S.A. é emissora de títulos de crédito privado registrados na CVM.
04895728000180,04.895.728/0001-80,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://ri.equatorialenergia.com.br/pt-br/,,,,Emissor de Dívida / Securitizadora,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
36475062000105,36.475.062/0001-05,EMAM PARTICIPACOES S.A.,EMAM PARTICIPACOES S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,EMAM PARTICIPACOES S.A. é emissora de títulos de crédito privado registrados na CVM.
08220952000122,08.220.952/0001-22,RCS TECNOLOGIA S.A.,RCS TECNOLOGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.rcstecnologia.com.br/,,,,Emissor de Dívida / Securitizadora,RCS TECNOLOGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
88613658000110,88.613.658/0001-10,PETTENATI S.A. INDUSTRIA TEXTIL,PETTENATI S.A. INDUSTRIA TEXTIL,Crédito Privado,Emissor de Dívida,Ativo,https://www.pettenati.com.br/investidores/,,,,Emissor de Dívida / Securitizadora,PETTENATI S.A. INDUSTRIA TEXTIL é emissora de títulos de crédito privado registrados na CVM.
42938083000104,42.938.083/0001-04,VERT-9 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,VERT-9 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,VERT-9 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS é emissora de títulos de crédito privado registrados na CVM.
40446476000175,40.446.476/0001-75,PLAYBANCO SECURITIZADORA S.A,PLAYBANCO SECURITIZADORA S.A,Crédito Privado,Emissor de Dívida,Ativo,https://www.playbanco.com.br,,,,Emissor de Dívida / Securitizadora,PLAYBANCO SECURITIZADORA S.A é emissora de títulos de crédito privado registrados na CVM.
15718929000128,15.718.929/0001-28,RIO NASCENTE ENERGIA S.A.,RIO NASCENTE ENERGIA S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,RIO NASCENTE ENERGIA S.A. é emissora de títulos de crédito privado registrados na CVM.
02998301000181,02.998.301/0001-81,RIO PARANAPANEMA ENERGIA SA,RIO PARANAPANEMA ENERGIA SA,Crédito Privado,Emissor de Dívida,Ativo,https://ri.paranapanema.com.br/,,,,Emissor de Dívida / Securitizadora,RIO PARANAPANEMA ENERGIA SA é emissora de títulos de crédito privado registrados na CVM.
01944031000163,01.944.031/0001-63,DISTRIBUIDORA DE AGUA CAMACARI S.A.,DISTRIBUIDORA DE AGUA CAMACARI S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,DISTRIBUIDORA DE AGUA CAMACARI S.A. é emissora de títulos de crédito privado registrados na CVM.
36756997000151,36.756.997/0001-51,Brasal Participacoes S.A.,Brasal Participacoes S.A.,Crédito Privado,Emissor de Dívida,Ativo,https://www.brasal.com.br,,,,Emissor de Dívida / Securitizadora,Brasal Participacoes S.A. é emissora de títulos de crédito privado registrados na CVM.
53113791000122,53.113.791/0001-22,TOTVS S.A,TOTVS S.A,Crédito Privado,Emissor de Dívida,Ativo,https://www.totvs.com,,,,Emissor de Dívida / Securitizadora,TOTVS S.A é emissora de títulos de crédito privado registrados na CVM.
61602199000112,61.602.199/0001-12,Companhia Ultragaz S.A.,Companhia Ultragaz S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,Companhia Ultragaz S.A. é emissora de títulos de crédito privado registrados na CVM.
54805076000113,54.805.076/0001-13,MSB SUBHOLDING S.A.,MSB SUBHOLDING S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,MSB SUBHOLDING S.A. é emissora de títulos de crédito privado registrados na CVM.
23361306000179,23.361.306/0001-79,SIPCAM NICHINO BRASIL S.A.,SIPCAM NICHINO BRASIL S.A.,Crédito Privado,Emissor de Dívida,Ativo,,,,,Emissor de Dívida / Securitizadora,SIPCAM NICHINO BRASIL S.A. é emissora de títulos de crédito privado registrados na CVM.
