date,data_vencimento,taxa_indicativa,taxa_compra,taxa_venda,pu,vencimento_iso,vertice_ano,titulo_nome
2026-08-26,20350515,7.8769,7.8932,7.8687,4295.167847,2035-05-15,2035,NTN-B 2035
2026-08-26,20370515,7.7229,7.7362,7.7089,4262.380523,2037-05-15,2037,NTN-B 2037
2026-08-26,20400815,7.61,7.6236,7.5969,4131.439763,2040-08-15,2040,NTN-B 2040
2026-08-26,20450515,7.5068,7.5177,7.4934,4142.823855,2045-05-15,2045,NTN-B 2045
2026-08-26,20500815,7.47,7.4826,7.4569,4014.210151,2050-08-15,2050,NTN-B 2050
2026-08-26,20550515,7.3724,7.3903,7.3559,4084.652186,2055-05-15,2055,NTN-B 2055
2026-08-26,20600815,7.3633,7.3783,7.3469,3984.072165,2060-08-15,2060,NTN-B 2060
2026-08-27,20270515,6.8561,6.8741,6.8426,4793.585551,2027-05-15,2027,NTN-B 2027
2026-08-27,20280815,8.0131,8.0292,7.9942,4586.507832,2028-08-15,2028,NTN-B 2028
2026-08-27,20290515,7.9755,7.99,7.9645,4609.512783,2029-05-15,2029,NTN-B 2029
2026-08-27,20300815,8.0403,8.0567,8.0284,4445.299313,2030-08-15,2030,NTN-B 2030
2026-08-27,20310515,7.9833,8.006,7.966,4478.376036,2031-05-15,2031,NTN-B 2031
2026-08-27,20320815,7.979,7.9888,7.967,4332.302179,2032-08-15,2032,NTN-B 2032
2026-08-27,20330515,7.9318,7.95,7.9192,4373.119859,2033-05-15,2033,NTN-B 2033
2026-08-27,20350515,7.8395,7.8576,7.8223,4304.545588,2035-05-15,2035,NTN-B 2035
2026-08-27,20370515,7.6853,7.7036,7.6731,4273.30225,2037-05-15,2037,NTN-B 2037
2026-08-27,20400815,7.58,7.595,7.5657,4141.601749,2040-08-15,2040,NTN-B 2040
2026-08-27,20450515,7.483,7.4926,7.4689,4152.076202,2045-05-15,2045,NTN-B 2045
2026-08-27,20500815,7.4562,7.4745,7.44,4019.887747,2050-08-15,2050,NTN-B 2050
2026-08-27,20550515,7.359,7.3742,7.3442,4090.527537,2055-05-15,2055,NTN-B 2055
2026-08-27,20600815,7.3531,7.3692,7.3362,3988.592297,2060-08-15,2060,NTN-B 2060
2026-08-28,20270515,6.73,6.7433,6.7176,4798.052943,2027-05-15,2027,NTN-B 2027
2026-08-28,20280815,7.952,7.9728,7.9408,4592.103183,2028-08-15,2028,NTN-B 2028
2026-08-28,20290515,7.9521,7.9746,7.9445,4612.736527,2029-05-15,2029,NTN-B 2029
2026-08-28,20300815,8.08,8.0946,8.0685,4440.275688,2030-08-15,2030,NTN-B 2030
2026-08-28,20310515,8.0501,8.0632,8.0351,4467.928916,2031-05-15,2031,NTN-B 2031
2026-08-28,20320815,8.0433,8.0589,8.0303,4320.094513,2032-08-15,2032,NTN-B 2032
2026-08-28,20330515,8.0008,8.0133,7.9835,4358.680192,2033-05-15,2033,NTN-B 2033
2026-08-28,20350515,7.9049,7.9185,7.89,4287.960307,2035-05-15,2035,NTN-B 2035
2026-08-28,20370515,7.7391,7.7528,7.7263,4257.583439,2037-05-15,2037,NTN-B 2037
2026-08-28,20400815,7.6178,7.6311,7.6045,4128.75767,2040-08-15,2040,NTN-B 2040
2026-08-28,20450515,7.5161,7.533,7.5002,4139.055395,2045-05-15,2045,NTN-B 2045
2026-08-28,20500815,7.4876,7.5046,7.4688,4006.345479,2050-08-15,2050,NTN-B 2050
2026-08-28,20550515,7.391,7.4125,7.3703,4075.753281,2055-05-15,2055,NTN-B 2055
2026-08-28,20600815,7.3784,7.3975,7.3629,3976.593865,2060-08-15,2060,NTN-B 2060
